Ngày đăng bài,Năm SX,Tên xe,Xuất xứ,Địa điểm,Kiểu dáng,Số km đã đi,Hộp số,Tình trạng,Nhiên liệu
16/10/2025,2014,Kia K3 2.0 AT,Lắp ráp trong nước,N/A,Sedan,125000,N/A,Xe cũ,Xăng
16/10/2025,2022,Toyota Vios G 1.5 CVT,Lắp ráp trong nước,TP HCM,Sedan,6096,N/A,Xe cũ,Xăng
16/10/2025,2022,Mitsubishi Attrage Premium 1.2 CVT,Nhập khẩu,Hà Nội,Sedan,62000,N/A,Xe cũ,Xăng
16/10/2025,2023,Volkswagen Viloran Luxury,Nhập khẩu,Hà Nội,Van/Minivan,11000,N/A,Xe cũ,Xăng
16/10/2025,2022,Hyundai SantaFe Cao cấp 2.2L HTRAC,Lắp ráp trong nước,Hà Nội,SUV,70000,N/A,Xe cũ,Dầu
16/10/2025,2019,Ford Ranger XLS 2.2L 4x2 AT,Nhập khẩu,Hà Nội,Bán tải / Pickup,10000,N/A,Xe cũ,Dầu
16/10/2025,2024,Honda BR V L,Nhập khẩu,TP HCM,SUV,16000,N/A,Xe cũ,Xăng
16/10/2025,2021,Toyota Vios G 1.5 CVT,Lắp ráp trong nước,N/A,Sedan,0,N/A,Xe cũ,Xăng
16/10/2025,2024,Mazda 3 1.5L Sport Luxury,Lắp ráp trong nước,N/A,Hatchback,15000,N/A,Xe cũ,Xăng
16/10/2025,2024,Mitsubishi Xforce Premium,Nhập khẩu,TP HCM,SUV,N/A,N/A,Xe mới,Xăng
16/10/2025,2025,Mazda CX8 Luxury 2.5 AT,Lắp ráp trong nước,Hà Nội,SUV,N/A,N/A,Xe mới,Xăng
16/10/2025,2025,Toyota Raize G 1.0 CVT,Nhập khẩu,Hà Nội,SUV,N/A,N/A,Xe mới,Xăng
16/10/2025,2023,Ford Ranger XLS 2.0L 4x2 AT,Lắp ráp trong nước,Hà Nội,Bán tải / Pickup,40000,N/A,Xe cũ,Dầu
16/10/2025,2022,Hyundai Elantra 1.6 AT Tiêu chuẩn,Lắp ráp trong nước,N/A,Sedan,30000,N/A,Xe cũ,Xăng
16/10/2025,2025,Mazda CX3 1.5 AT,Nhập khẩu,TP,Crossover,4000,N/A,Xe cũ,Xăng
16/10/2025,2022,Ford Territory Titanium 1.5 AT,Lắp ráp trong nước,Hà Nội,SUV,70000,N/A,Xe cũ,Xăng
16/10/2025,2017,Toyota Fortuner 2.7V 4x4 AT,Nhập khẩu,Hà Nội,SUV,80000,N/A,Xe cũ,Xăng
16/10/2025,2025,Mercedes Benz GLC 300 4Matic,Lắp ráp trong nước,Hà Nội,SUV,N/A,N/A,Xe mới,Xăng
16/10/2025,2025,Toyota Innova Cross 2.0 CVT,Nhập khẩu,N/A,Crossover,N/A,N/A,Xe mới,Xăng
16/10/2025,2025,Toyota Corolla Cross 1.8V,Nhập khẩu,TP,SUV,N/A,N/A,Xe mới,Xăng
16/10/2025,2019,Mini Cooper S 5Dr,Nhập khẩu,Hà Nội,Hatchback,2600,N/A,Xe cũ,Xăng
16/10/2025,2018,Ford Everest Titanium 2.0L 4x2 AT,Nhập khẩu,Hà Nội,SUV,90000,N/A,Xe cũ,Dầu
16/10/2025,2013,Audi Q5 2.0 AT,Nhập khẩu,Hà Nội,SUV,110000,N/A,Xe cũ,Xăng
16/10/2025,2019,Suzuki Swift GLX 1.2 AT,Nhập khẩu,Hà Nội,Hatchback,39000,N/A,Xe cũ,Xăng
16/10/2025,2021,Hyundai Accent 1.4 AT Đặc Biệt,Lắp ráp trong nước,N/A,Sedan,70000,N/A,Xe cũ,Xăng
16/10/2025,2024,Skoda Kodiaq Ambition 1.4 AT,Nhập khẩu,TP HCM,SUV,N/A,N/A,Xe mới,Xăng
16/10/2025,2022,Toyota Camry 2.5HV,Nhập khẩu,Hà Nội,Sedan,33000,N/A,Xe cũ,Hybrid
16/10/2025,2021,Ford Ranger XLS 2.2L 4x2 AT,Nhập khẩu,TP,Bán tải / Pickup,66000,N/A,Xe cũ,Dầu
16/10/2025,2017,Toyota Fortuner 2.4G 4x2 MT,Nhập khẩu,N/A,SUV,124000,N/A,Xe cũ,Dầu
16/10/2025,2021,Hyundai Tucson 2.0 AT Đặc biệt,Lắp ráp trong nước,N/A,Crossover,50000,N/A,Xe cũ,Xăng
16/10/2025,2023,Mercedes Benz S class S450 4Matic,Nhập khẩu,N/A,Sedan,N/A,N/A,Xe mới,Xăng
16/10/2025,2021,Hyundai SantaFe Cao cấp 2.5L HTRAC,Lắp ráp trong nước,TP,SUV,80000,N/A,Xe cũ,Xăng
16/10/2025,2022,Kia Sonet Luxury 1.5 AT,Lắp ráp trong nước,TP HCM,Crossover,21000,N/A,Xe cũ,Xăng
16/10/2025,2019,Ford Everest Trend 2.0L 4x2 AT,Nhập khẩu,N/A,SUV,0,N/A,Xe cũ,Dầu
16/10/2025,2016,Lexus LX 570,Nhập khẩu,Hà Nội,SUV,60000,N/A,Xe cũ,Xăng
16/10/2025,2014,Toyota Vios 1.5G,Lắp ráp trong nước,N/A,Sedan,140000,N/A,Xe cũ,Xăng
16/10/2025,2020,Mercedes Benz GLC 200 4Matic,Lắp ráp trong nước,Hà Nội,SUV,56000,N/A,Xe cũ,Xăng
16/10/2025,2024,Skoda Kodiaq Style 2.0 AT 4WD,Nhập khẩu,N/A,SUV,N/A,N/A,Xe mới,Xăng
16/10/2025,2016,BMW 3 Series 320i,Nhập khẩu,Hà Nội,Sedan,79000,N/A,Xe cũ,Xăng
16/10/2025,2016,Mazda 3 1.5 AT,Lắp ráp trong nước,N/A,Sedan,93000,N/A,Xe cũ,Xăng
16/10/2025,2022,Toyota Corolla altis 1.8V,Nhập khẩu,N/A,Sedan,100000,N/A,Xe cũ,Xăng
16/10/2025,2019,Mercedes Benz C class C300 AMG,Lắp ráp trong nước,Hà Nội,Sedan,80000,N/A,Xe cũ,Xăng
16/10/2025,2011,Ford Fiesta S 1.6 AT,Lắp ráp trong nước,TP,Hatchback,80000,N/A,Xe cũ,Xăng
16/10/2025,2024,MG 5 Standard 1.5 AT,Nhập khẩu,Hà Nội,Sedan,N/A,N/A,Xe mới,Xăng
16/10/2025,2024,Skoda Kodiaq Ambition 1.4 AT,Nhập khẩu,TP HCM,SUV,N/A,N/A,Xe mới,Xăng
16/10/2025,2023,Toyota Avanza Premio 1.5 MT,Lắp ráp trong nước,TP HCM,SUV,69319,N/A,Xe cũ,Xăng
16/10/2025,2011,Hyundai Universal,Lắp ráp trong nước,TP HCM,Van/Minivan,500000,N/A,Xe cũ,Dầu
16/10/2025,2013,LandRover Range Rover Autobiography 5.0,Nhập khẩu,Hà Nội,SUV,0,N/A,Xe cũ,Xăng
16/10/2025,2021,Kia Sorento Premium 2.2 AT AWD,Lắp ráp trong nước,Hà Nội,SUV,38000,N/A,Xe cũ,Dầu
16/10/2025,2014,Toyota Fortuner 2.7V 4x2 AT,Lắp ráp trong nước,TP HCM,SUV,112949,N/A,Xe cũ,Xăng
16/10/2025,2024,BMW X3 xDrive30i M Sport,Lắp ráp trong nước,Hà Nội,SUV,9500,N/A,Xe cũ,Xăng
16/10/2025,2023,Hyundai SantaFe Cao cấp 2.5L HTRAC,Lắp ráp trong nước,Hà Nội,SUV,10000,N/A,Xe cũ,Xăng
16/10/2025,2015,LandRover Range Rover Evoque Dynamic,Nhập khẩu,N/A,SUV,96000,N/A,Xe cũ,Xăng
16/10/2025,2016,Mercedes Benz GLS 400 4Matic,Nhập khẩu,Hà Nội,SUV,85000,N/A,Xe cũ,Xăng
16/10/2025,2023,Lexus ES 250,Nhập khẩu,Hà Nội,Sedan,26000,N/A,Xe cũ,Xăng
16/10/2025,2021,Ford Ranger Wildtrak 2.0L 4x4 AT,Nhập khẩu,N/A,Bán tải / Pickup,0,N/A,Xe cũ,Dầu
16/10/2025,2012,Chevrolet Aveo 1.5 MT,Lắp ráp trong nước,N/A,Sedan,0,N/A,Xe cũ,Xăng
16/10/2025,2022,Mitsubishi Outlander 2.0 CVT,Lắp ráp trong nước,Hà Nội,SUV,62000,N/A,Xe cũ,Xăng
16/10/2025,2014,Suzuki Swift 1.4 AT,Lắp ráp trong nước,Hà Nội,Hatchback,0,N/A,Xe cũ,Xăng
16/10/2025,2024,Toyota Corolla Cross 1.8V,Nhập khẩu,TP HCM,SUV,13000,N/A,Xe cũ,Xăng
16/10/2025,2025,Mazda CX5 Premium 2.0 AT,Lắp ráp trong nước,Hà Nội,SUV,N/A,N/A,Xe mới,Xăng
16/10/2025,2022,Toyota Corolla Cross 1.8V,Nhập khẩu,TP,SUV,55402,N/A,Xe cũ,Xăng
16/10/2025,2022,Mitsubishi Xpander Premium 1.5 AT,Nhập khẩu,TP HCM,SUV,85000,N/A,Xe cũ,Xăng
16/10/2025,2024,Mini Cooper S 5 Door,Nhập khẩu,Hà Nội,Hatchback,143,N/A,Xe cũ,Xăng
16/10/2025,2015,Hyundai Universe Xpress Luxury 47c,Lắp ráp trong nước,Hà Nội,Van/Minivan,260000,N/A,Xe cũ,Dầu
16/10/2025,2022,Peugeot 5008 GT 1.6 AT,Lắp ráp trong nước,Hà Nội,SUV,42000,N/A,Xe cũ,Xăng
16/10/2025,2012,Toyota Camry 2.5G,Lắp ráp trong nước,N/A,Sedan,121668,N/A,Xe cũ,Xăng
16/10/2025,2014,Toyota Fortuner 2.7V 4x2 AT,Lắp ráp trong nước,TP HCM,SUV,112949,N/A,Xe cũ,Xăng
16/10/2025,2024,BMW X3 xDrive30i M Sport,Lắp ráp trong nước,Hà Nội,SUV,9500,N/A,Xe cũ,Xăng
16/10/2025,2021,VinFast Lux A 2.0 Base 2.0 AT,Lắp ráp trong nước,Hà Nội,Sedan,50000,N/A,Xe cũ,Xăng
16/10/2025,2023,Gaz Gazelle Next Minibus 2.8 MT,Lắp ráp trong nước,N/A,Van/Minivan,0,N/A,Xe cũ,Dầu
16/10/2025,2025,Toyota Fortuner Legender 2.4L 4x2 AT,Lắp ráp trong nước,TP HCM,SUV,N/A,N/A,Xe mới,Dầu
16/10/2025,2017,Toyota Corolla altis 1.8G AT,Lắp ráp trong nước,N/A,Sedan,11000,N/A,Xe cũ,Xăng
16/10/2025,2024,Kia Sonet Premium 1.5 AT,Lắp ráp trong nước,Hà Nội,SUV,7108,N/A,Xe cũ,Xăng
16/10/2025,2018,Toyota Yaris 1.5G,Nhập khẩu,N/A,Hatchback,53364,N/A,Xe cũ,Xăng
16/10/2025,2011,Lexus GX 460,Nhập khẩu,Hà Nội,SUV,130000,N/A,Xe cũ,Xăng
16/10/2025,2023,Porsche Cayenne Coupe Platinum Edition,Nhập khẩu,Hà Nội,SUV,33000,N/A,Xe cũ,Xăng
16/10/2025,2018,LandRover Range Rover HSE 3.0,Nhập khẩu,Hà Nội,SUV,58000,N/A,Xe cũ,Xăng
16/10/2025,2017,Toyota Camry 2.5Q,Lắp ráp trong nước,Hà Nội,Sedan,85000,N/A,Xe cũ,Xăng
16/10/2025,2025,Toyota Camry 2.0Q,Nhập khẩu,Hà Nội,Sedan,N/A,N/A,Xe mới,Xăng
16/10/2025,2020,Mercedes Benz S class S450L Luxury,Lắp ráp trong nước,Hà Nội,Sedan,40000,N/A,Xe cũ,Xăng
16/10/2025,2022,Lexus RX 300,Nhập khẩu,Hà Nội,SUV,30000,N/A,Xe cũ,Xăng
16/10/2025,2020,Mercedes Benz C class C180,Lắp ráp trong nước,N/A,Sedan,50000,N/A,Xe cũ,Xăng
16/10/2025,2014,Mini Cooper 3Dr,Nhập khẩu,Hà Nội,Coupe,7000,N/A,Xe cũ,Xăng
16/10/2025,2020,LandRover Range Rover Autobiography LWB 3.0 I6,Nhập khẩu,Hà Nội,SUV,56000,N/A,Xe cũ,Xăng
16/10/2025,2020,Mercedes Benz GLE Class GLE 450 4Matic,Nhập khẩu,Hà Nội,SUV,60000,N/A,Xe cũ,Hybrid
16/10/2025,2012,Toyota Camry 2.5G,Lắp ráp trong nước,N/A,Sedan,121668,N/A,Xe cũ,Xăng
16/10/2025,2023,Toyota Veloz Cross Top 1.5 CVT,Lắp ráp trong nước,N/A,SUV,70000,N/A,Xe cũ,Xăng
16/10/2025,2025,Toyota Alphard 2.4 AT,Nhập khẩu,Hà Nội,Van/Minivan,N/A,N/A,Xe mới,Xăng
16/10/2025,2025,Toyota Fortuner Legender 2.4L 4x2 AT,Lắp ráp trong nước,TP HCM,SUV,N/A,N/A,Xe mới,Dầu
16/10/2025,2015,Mazda 2 1.5 AT,Lắp ráp trong nước,Hà Nội,Hatchback,59000,N/A,Xe cũ,Xăng
16/10/2025,2024,Kia Sonet Premium 1.5 AT,Lắp ráp trong nước,Hà Nội,SUV,7108,N/A,Xe cũ,Xăng
16/10/2025,2011,Lexus GX 460,Nhập khẩu,Hà Nội,SUV,130000,N/A,Xe cũ,Xăng
16/10/2025,2018,LandRover Range Rover HSE 3.0,Nhập khẩu,Hà Nội,SUV,58000,N/A,Xe cũ,Xăng
16/10/2025,2017,Toyota Camry 2.5Q,Lắp ráp trong nước,Hà Nội,Sedan,85000,N/A,Xe cũ,Xăng
16/10/2025,2019,Kia Cerato 1.6 AT Luxury,Lắp ráp trong nước,N/A,Sedan,68000,N/A,Xe cũ,Xăng
16/10/2025,2025,Toyota Camry 2.0Q,Nhập khẩu,Hà Nội,Sedan,N/A,N/A,Xe mới,Xăng
16/10/2025,2016,Mazda CX5 2.5 AT,Lắp ráp trong nước,N/A,SUV,87000,N/A,Xe cũ,Xăng
16/10/2025,2025,Ford Territory Titanium X 1.5 AT,Lắp ráp trong nước,Hà Nội,SUV,N/A,N/A,Xe mới,Xăng
16/10/2025,2020,Mercedes Benz S class S450L Luxury,Lắp ráp trong nước,Hà Nội,Sedan,40000,N/A,Xe cũ,Xăng
16/10/2025,2025,Hyundai Tucson 2.0 AT Đặc biệt,Lắp ráp trong nước,Hà Nội,Crossover,N/A,N/A,Xe mới,Xăng
16/10/2025,2020,Mercedes Benz C class C180,Lắp ráp trong nước,N/A,Sedan,50000,N/A,Xe cũ,Xăng
16/10/2025,2014,Mini Cooper 3Dr,Nhập khẩu,Hà Nội,Coupe,7000,N/A,Xe cũ,Xăng
16/10/2025,2020,LandRover Range Rover Autobiography LWB 3.0 I6,Nhập khẩu,Hà Nội,SUV,56000,N/A,Xe cũ,Xăng
16/10/2025,2013,Hyundai i10 Grand 1.0 MT,Nhập khẩu,N/A,Hatchback,0,N/A,Xe cũ,Xăng
16/10/2025,2020,Mercedes Benz GLE Class GLE 450 4Matic,Nhập khẩu,Hà Nội,SUV,60000,N/A,Xe cũ,Hybrid
16/10/2025,2024,VinFast VF3 Plus,Lắp ráp trong nước,Hà Nội,Hatchback,15000,N/A,Xe cũ,Điện
16/10/2025,2025,Toyota Yaris Cross 1.5 D-CVT,Nhập khẩu,Hà Nội,SUV,N/A,N/A,Xe mới,Xăng
16/10/2025,2021,Kia Cerato 2.0 AT Premium,Lắp ráp trong nước,N/A,Sedan,78000,N/A,Xe cũ,Xăng
16/10/2025,2018,Honda Jazz VX,Nhập khẩu,Hà Nội,Hatchback,68000,N/A,Xe cũ,Xăng
16/10/2025,2025,Bestune Xiaoma,Nhập khẩu,Hà Nội,Hatchback,N/A,N/A,Xe mới,Điện
16/10/2025,2022,Kia Carnival Signature 3.5G,Lắp ráp trong nước,Hà Nội,Van/Minivan,63000,N/A,Xe cũ,Xăng
16/10/2025,2023,BMW 3 Series 330i M Sport,Lắp ráp trong nước,Hà Nội,Sedan,17000,N/A,Xe cũ,Xăng
16/10/2025,2014,LandRover Range Rover Autobiography LWB 5.0,Nhập khẩu,Hà Nội,SUV,60000,N/A,Xe cũ,Xăng
16/10/2025,2024,VinFast VF5 Plus,Lắp ráp trong nước,N/A,SUV,109706,N/A,Xe cũ,Điện
16/10/2025,2014,Ford Fiesta S 1.0 AT Ecoboost,Lắp ráp trong nước,N/A,Hatchback,38000,N/A,Xe cũ,Xăng
16/10/2025,2011,BMW 5 Series 528i,Nhập khẩu,Hà Nội,Sedan,178000,N/A,Xe cũ,Xăng
16/10/2025,2016,Toyota Prado TXL 2.7L,Nhập khẩu,N/A,SUV,0,N/A,Xe cũ,Xăng
16/10/2025,2023,Ford Ranger Wildtrak 2.0L 4x4 AT,Lắp ráp trong nước,TP HCM,Bán tải / Pickup,16000,N/A,Xe cũ,Dầu
16/10/2025,2025,Lexus LM 500h,Nhập khẩu,Hà Nội,Van/Minivan,N/A,N/A,Xe mới,Hybrid
16/10/2025,2025,Hyundai SantaFe Calligraphy 2.5L Turbo HTRAC,Lắp ráp trong nước,TP HCM,SUV,N/A,N/A,Xe mới,Xăng
16/10/2025,2022,Ford Explorer Limited 2.3L EcoBoost,Nhập khẩu,Hà Nội,SUV,45000,N/A,Xe cũ,Xăng
16/10/2025,2025,Ford Everest Ambiente 2.0L 4x2 AT,Nhập khẩu,TP HCM,SUV,N/A,N/A,Xe mới,Dầu
16/10/2025,2025,Ford Territory Titanium X 1.5 AT,Lắp ráp trong nước,Hà Nội,SUV,N/A,N/A,Xe mới,Xăng
16/10/2025,2021,Mazda CX8 Premium AWD,Lắp ráp trong nước,Hà Nội,SUV,58000,N/A,Xe cũ,Xăng
16/10/2025,2014,Kia Rio 1.4 AT,Nhập khẩu,N/A,Hatchback,10586,N/A,Xe cũ,Xăng
16/10/2025,2025,Toyota Yaris Cross 1.5 D-CVT,Nhập khẩu,Hà Nội,SUV,N/A,N/A,Xe mới,Xăng
16/10/2025,2024,Ford Territory Titanium X 1.5 AT,Lắp ráp trong nước,N/A,SUV,34000,N/A,Xe cũ,Xăng
16/10/2025,2025,Bestune Xiaoma,Nhập khẩu,Hà Nội,Hatchback,N/A,N/A,Xe mới,Điện
16/10/2025,2014,Toyota Camry 2.5Q,Lắp ráp trong nước,Hà Nội,Sedan,140000,N/A,Xe cũ,Xăng
16/10/2025,2022,Kia Carnival Signature 3.5G,Lắp ráp trong nước,Hà Nội,Van/Minivan,63000,N/A,Xe cũ,Xăng
16/10/2025,2023,BMW 3 Series 330i M Sport,Lắp ráp trong nước,Hà Nội,Sedan,17000,N/A,Xe cũ,Xăng
16/10/2025,2014,LandRover Range Rover Autobiography LWB 5.0,Nhập khẩu,Hà Nội,SUV,60000,N/A,Xe cũ,Xăng
16/10/2025,2024,VinFast VF5 Plus,Lắp ráp trong nước,N/A,SUV,109706,N/A,Xe cũ,Điện
16/10/2025,2014,Ford Fiesta S 1.0 AT Ecoboost,Lắp ráp trong nước,N/A,Hatchback,38000,N/A,Xe cũ,Xăng
16/10/2025,2011,BMW 5 Series 528i,Nhập khẩu,Hà Nội,Sedan,178000,N/A,Xe cũ,Xăng
16/10/2025,2021,Peugeot 3008 AL,Lắp ráp trong nước,Hà Nội,Crossover,48000,N/A,Xe cũ,Xăng
16/10/2025,2016,Toyota Prado TXL 2.7L,Nhập khẩu,N/A,SUV,0,N/A,Xe cũ,Xăng
16/10/2025,2023,Ford Ranger Wildtrak 2.0L 4x4 AT,Lắp ráp trong nước,TP HCM,Bán tải / Pickup,16000,N/A,Xe cũ,Dầu
16/10/2025,2022,Ford Ranger XLS 2.2L 4x2 MT,Lắp ráp trong nước,N/A,Bán tải / Pickup,57000,N/A,Xe cũ,Dầu
16/10/2025,2025,Lexus LM 500h,Nhập khẩu,Hà Nội,Van/Minivan,N/A,N/A,Xe mới,Hybrid
16/10/2025,2025,Hyundai SantaFe Calligraphy 2.5L Turbo HTRAC,Lắp ráp trong nước,TP HCM,SUV,N/A,N/A,Xe mới,Xăng
16/10/2025,2022,Ford Explorer Limited 2.3L EcoBoost,Nhập khẩu,Hà Nội,SUV,45000,N/A,Xe cũ,Xăng
16/10/2025,2025,Ford Everest Ambiente 2.0L 4x2 AT,Nhập khẩu,TP HCM,SUV,N/A,N/A,Xe mới,Dầu
16/10/2025,2022,Toyota Vios G 1.5 CVT,Lắp ráp trong nước,TP HCM,Sedan,28000,N/A,Xe cũ,Xăng
16/10/2025,2025,VinFast VF7 Plus,Lắp ráp trong nước,TP HCM,SUV,N/A,N/A,Xe mới,Điện
16/10/2025,2022,Mazda 2 Sport Premium,Nhập khẩu,TP,Hatchback,30000,N/A,Xe cũ,Xăng
16/10/2025,2018,Mercedes Benz GLC 300 4Matic,Lắp ráp trong nước,TP HCM,SUV,80000,N/A,Xe cũ,Xăng
16/10/2025,2025,Ford Territory Titanium X 1.5 AT,Lắp ráp trong nước,TP HCM,SUV,N/A,N/A,Xe mới,Xăng
16/10/2025,2019,Mercedes Benz E class E200,Lắp ráp trong nước,TP HCM,Sedan,65458,N/A,Xe cũ,Xăng
16/10/2025,2021,Kia Carnival Signature 3.5G,Lắp ráp trong nước,TP HCM,Van/Minivan,55000,N/A,Xe cũ,Xăng
16/10/2025,2025,Mitsubishi Xpander Premium 1.5 AT,Nhập khẩu,Hà Nội,SUV,N/A,N/A,Xe mới,Xăng
16/10/2025,2025,Toyota Yaris Cross 1.5 D-CVT,Nhập khẩu,Hà Nội,SUV,N/A,N/A,Xe mới,Xăng
16/10/2025,2016,Lexus LX 570,Nhập khẩu,Hà Nội,SUV,209214,N/A,Xe cũ,Xăng
16/10/2025,2019,Toyota Camry 2.0G,Nhập khẩu,Hà Nội,Sedan,60000,N/A,Xe cũ,Xăng
16/10/2025,2021,Peugeot 3008 AL,Lắp ráp trong nước,Hà Nội,Crossover,48000,N/A,Xe cũ,Xăng
16/10/2025,2024,Skoda Karoq Ambition 1.4 AT,Nhập khẩu,Hà Nội,Crossover,N/A,N/A,Xe mới,Xăng
16/10/2025,2025,Ford Everest Ambiente 2.0L 4x2 AT,Nhập khẩu,TP HCM,SUV,N/A,N/A,Xe mới,Dầu
16/10/2025,2024,MG 5 1.5 MT,Nhập khẩu,Hà Nội,Sedan,8000,N/A,Xe cũ,Xăng
16/10/2025,2025,Hyundai Venue 1.0 T-GDi Đặc Biệt,Lắp ráp trong nước,TP HCM,SUV,N/A,N/A,Xe mới,Xăng
16/10/2025,2022,Toyota Vios G 1.5 CVT,Lắp ráp trong nước,TP HCM,Sedan,28000,N/A,Xe cũ,Xăng
16/10/2025,2015,Hyundai i10 Grand 1.0 MT,Nhập khẩu,N/A,Hatchback,0,N/A,Xe cũ,Xăng
16/10/2025,2016,Mercedes Benz C class C200,Lắp ráp trong nước,TP HCM,Sedan,69173,N/A,Xe cũ,Xăng
16/10/2025,2019,Hyundai SantaFe Premium 2.2L HTRAC,Lắp ráp trong nước,TP,SUV,7100,N/A,Xe cũ,Dầu
16/10/2025,2023,Mercedes Benz E class E200 Exclusive,Lắp ráp trong nước,N/A,Sedan,3000,N/A,Xe cũ,Hybrid
16/10/2025,2016,Kia Morning EX,Lắp ráp trong nước,N/A,Hatchback,0,N/A,Xe cũ,Xăng
16/10/2025,2022,Mercedes Benz GLC 200,Lắp ráp trong nước,TP HCM,SUV,28000,N/A,Xe cũ,Xăng
16/10/2025,2013,Mercedes Benz A class A250 Sport AMG,Nhập khẩu,Hà Nội,Hatchback,0,N/A,Xe cũ,Xăng
16/10/2025,2019,Mercedes Benz E class E200,Lắp ráp trong nước,TP HCM,Sedan,65458,N/A,Xe cũ,Xăng
16/10/2025,2021,Kia Carnival Signature 3.5G,Lắp ráp trong nước,TP HCM,Van/Minivan,55000,N/A,Xe cũ,Xăng
16/10/2025,2017,Honda Accord 2.4 AT,Nhập khẩu,Đà Nẵng,Sedan,76000,N/A,Xe cũ,Xăng
16/10/2025,2020,Kia Sorento Luxury 2.2 AT,Lắp ráp trong nước,TP HCM,SUV,51000,N/A,Xe cũ,Dầu
16/10/2025,2017,Toyota Corolla altis 2.0V Sport,Lắp ráp trong nước,N/A,Sedan,85000,N/A,Xe cũ,Xăng
16/10/2025,2025,VinFast VF5 Plus,Lắp ráp trong nước,Hà Nội,SUV,24000,N/A,Xe cũ,Điện
16/10/2025,2017,Kia Cerato 1.6 AT,Lắp ráp trong nước,N/A,Sedan,0,N/A,Xe cũ,Xăng
16/10/2025,2022,Mazda 3 1.5L Luxury,Lắp ráp trong nước,TP HCM,Sedan,23000,N/A,Xe cũ,Xăng
16/10/2025,2016,Porsche Macan 2.0,Nhập khẩu,Hà Nội,SUV,61000,N/A,Xe cũ,Xăng
16/10/2025,2020,Mitsubishi Xpander 1.5 AT,Nhập khẩu,Hà Nội,SUV,80000,N/A,Xe cũ,Xăng
16/10/2025,2020,Mazda 3 1.5L Luxury,Lắp ráp trong nước,N/A,Sedan,42000,N/A,Xe cũ,Xăng
16/10/2025,2024,MG 5 1.5 MT,Nhập khẩu,Hà Nội,Sedan,8000,N/A,Xe cũ,Xăng
16/10/2025,2022,Mercedes Benz GLC 300 4Matic,Lắp ráp trong nước,TP HCM,SUV,39800,N/A,Xe cũ,Xăng
16/10/2025,2020,Mazda 3 1.5L Luxury,Lắp ráp trong nước,TP,Sedan,41886,N/A,Xe cũ,Xăng
16/10/2025,2025,Mitsubishi Xpander Cross 1.5 AT,Nhập khẩu,Hà Nội,SUV,N/A,N/A,Xe mới,Xăng
16/10/2025,2018,Peugeot 5008 1.6 AT,Lắp ráp trong nước,Hà Nội,SUV,80000,N/A,Xe cũ,Xăng
16/10/2025,2016,Mercedes Benz C class C200,Lắp ráp trong nước,TP HCM,Sedan,102000,N/A,Xe cũ,Xăng
16/10/2025,2018,Hyundai Kona 1.6 Turbo,Lắp ráp trong nước,N/A,Crossover,70000,N/A,Xe cũ,Xăng
16/10/2025,2022,Baic Beijing U5 Plus Luxury,Nhập khẩu,TP,Sedan,22000,N/A,Xe cũ,Xăng
16/10/2025,2011,Ford Escape XLT 2.3L 4x4 AT,Lắp ráp trong nước,N/A,SUV,0,N/A,Xe cũ,Xăng
16/10/2025,2023,Ford Ranger XLS 2.0L 4x2 AT,Lắp ráp trong nước,TP,Bán tải / Pickup,27000,N/A,Xe cũ,Dầu
16/10/2025,2017,Toyota Corolla altis 2.0V Sport,Lắp ráp trong nước,N/A,Sedan,85000,N/A,Xe cũ,Xăng
16/10/2025,2020,Ford Ranger XLS 2.2L 4x2 MT,Nhập khẩu,N/A,Bán tải / Pickup,189000,N/A,Xe cũ,Dầu
16/10/2025,2019,Honda CRV L,Nhập khẩu,TP HCM,SUV,74000,N/A,Xe cũ,Xăng
16/10/2025,2025,Volkswagen Viloran Premium,Nhập khẩu,TP HCM,Van/Minivan,N/A,N/A,Xe mới,Xăng
16/10/2025,2025,Lexus LM 500h,Nhập khẩu,Hà Nội,Van/Minivan,N/A,N/A,Xe mới,Hybrid
16/10/2025,2015,Ford Ranger XLS 2.2L 4x2 AT,Nhập khẩu,Hà Nội,Bán tải / Pickup,0,N/A,Xe cũ,Dầu
16/10/2025,2022,Mitsubishi Outlander 2.0 CVT,Lắp ráp trong nước,Hà Nội,SUV,65000,N/A,Xe cũ,Xăng
16/10/2025,2023,VinFast VF9 Plus,Lắp ráp trong nước,Hà Nội,SUV,96000,N/A,Xe cũ,Điện
16/10/2025,2023,Volkswagen Touareg Luxury 2.0 TSI,Nhập khẩu,N/A,SUV,N/A,N/A,Xe mới,Xăng
16/10/2025,2017,Toyota Innova 2.0E,Lắp ráp trong nước,N/A,Crossover,0,N/A,Xe cũ,Xăng
16/10/2025,2025,Lexus LX 600 Vip,Nhập khẩu,Hà Nội,SUV,N/A,N/A,Xe mới,Xăng
16/10/2025,2018,Nissan X trail 2.5 SV 4WD Premium,Lắp ráp trong nước,Hà Nội,SUV,0,N/A,Xe cũ,Xăng
16/10/2025,2014,Toyota Vios 1.5E,Lắp ráp trong nước,N/A,Sedan,180000,N/A,Xe cũ,Xăng
16/10/2025,2019,Honda City 1.5TOP,Lắp ráp trong nước,TP HCM,Sedan,83000,N/A,Xe cũ,Xăng
16/10/2025,2022,Toyota Corolla altis 1.8V,Nhập khẩu,Hà Nội,Sedan,38000,N/A,Xe cũ,Xăng
